"ts_code","sub_code","name","ipo_date","issue_date","amount","market_amount","price","pe","limit_amount","funds","ballot"
"301107.SZ","301107","瑜欣电子",2022-05-13,2022-05-24,1837,1837,25.64,25,1.8,4.71,0.02
"688213.SH","787213","思特威",2022-05-11,2022-05-20,4001,960,31.51,32.14,0.6,12.607,0.04
"831167.BJ","889899","鑫汇科",2022-05-11,2022-05-27,700,560,15.21,25.28,33.25,1.065,0.59
"603272.SH","732272","联翔股份",2022-05-10,2022-05-20,2591,2332,13.64,22.99,1,3.534,0.03
"833533.BJ","889886","骏创科技",2022-05-10,2022-05-24,860,688,12.5,24.87,40.85,1.075,0.48
"001318.SZ","001318","阳光乳业",2022-05-09,2022-05-20,7070,6363,9.46,19.95,2.8,6.688,0.04
"301153.SZ","301153","中科江南",2022-05-06,2022-05-18,2700,1175,33.68,24.36,0.65,9.094,0.02
"301257.SZ","301257","普蕊斯",2022-05-06,2022-05-17,1500,1500,46.8,48.75,1.5,7.02,0.02
"871970.BJ","889000","大禹生物",2022-05-05,2022-05-18,1500,1200,10,19.59,71.25,1.5,0.5
"603097.SH","732097","江苏华辰",2022-04-28,2022-05-12,4000,3600,8.53,22.97,1.6,3.412,0.04
"001319.SZ","001319","铭科精技",2022-04-26,2022-05-12,3535,3182,14.89,22.98,1.4,5.264,0.03
"833580.BJ","889666","科创新材",2022-04-25,2022-05-13,2300,1600,4.6,15.81,95,1.058,0.38
"603206.SH","732206","嘉环科技",2022-04-20,2022-05-06,7630,6867,14.53,22.99,3,11.086,0.05
"001228.SZ","001228","永泰运",2022-04-20,2022-04-29,2597,2337,30.46,19.88,1,7.91,0.03
"688170.SH","787170","德龙激光",2022-04-20,2022-04-29,2584,879,30.18,38.86,0.65,7.799,0.04
"688290.SH","787290","景业智能",2022-04-19,2022-04-29,2060,700,33.89,41.94,0.5,6.981,0.04
"688320.SH","787320","禾川科技",2022-04-19,2022-04-28,3776,1286,23.66,36.02,0.95,8.934,0.04
"603191.SH","732191","望变电气",2022-04-18,2022-04-28,8329,7496,11.86,22.99,3.3,9.878,0.05
"301162.SZ","301162","国能日新",2022-04-15,2022-04-29,1773,860,45.13,55.81,0.5,8.002,0.02
"301259.SZ","301259","艾布鲁",2022-04-14,2022-04-26,3000,1455,18.39,34.44,0.85,5.517,0.02
"688325.SH","787325","赛微微电",2022-04-13,2022-04-22,2000,762,74.55,146.46,0.55,14.91,0.05
"301150.SZ","301150","中一科技",2022-04-12,2022-04-21,1684,692,163.56,29.36,0.4,27.539,0.02
"301148.SZ","301148","嘉戎技术",2022-04-12,2022-04-21,2913,1200,38.39,34.88,0.65,11.183,0.02
"688052.SH","787052","纳芯微",2022-04-12,2022-04-22,2527,872,230,574.05,0.6,58.112,0.04
"301288.SZ","301288","清研环境",2022-04-12,2022-04-22,2701,1185,19.09,32.82,0.65,5.156,0.02
"600938.SH","730938","中国海油",2022-04-12,2022-04-21,299000,99257,10.8,24.07,78,322.92,0.43
"688046.SH","787046","药康生物",2022-04-12,2022-04-25,5000,1300,22.53,138.99,0.85,11.265,0.04
"301187.SZ","301187","欧圣电气",2022-04-11,2022-04-22,4565,2214,21.33,37.14,1.3,9.738,0.02
"301248.SZ","301248","杰创智能",2022-04-11,2022-04-20,2562,1133,39.07,38.48,0.65,10.01,0.02
"688279.SH","787279","峰岹科技",2022-04-11,2022-04-20,2309,809,82,107.36,0.55,18.934,0.04
"688072.SH","787072","拓荆科技",2022-04-08,2022-04-20,3162,813,71.88,0,0.5,22.728,0.04
"688209.SH","787209","英集芯",2022-04-08,2022-04-19,4200,1101,24.23,164.3,0.7,10.177,0.04
"301120.SZ","301120","新特电气",2022-04-07,2022-04-19,6192,2686,13.73,45.23,1.55,8.502,0.02
"301163.SZ","301163","宏德股份",2022-04-07,2022-04-19,2040,989,26.27,35.34,0.55,5.359,0.02
"688326.SH","787326","经纬恒润",2022-04-07,2022-04-19,3000,967,121,244.87,0.7,36.3,0.04
"688125.SH","787125","安达智能",2022-04-06,2022-04-15,2020,690,60.55,39.59,0.5,12.232,0.03
"301212.SZ","301212","联盛化学",2022-04-01,2022-04-19,2700,1310,29.67,34.62,0.75,8.011,0.02
"301279.SZ","301279","金道科技",2022-03-31,2022-04-13,2500,1102,31.2,47.9,0.6,7.8,0.02
"301109.SZ","301109","军信股份",2022-03-31,2022-04-13,6834,2832,34.81,22.9,1.6,23.789,0.02
"301135.SZ","301135","瑞德智能",2022-03-30,2022-04-12,2549,1127,31.98,49.77,0.6,8.151,0.02
"688302.SH","787302","海创药业",2022-03-30,2022-04-12,2476,708,42.92,0,0.45,10.627,0.04
"688153.SH","787153","唯捷创芯",2022-03-30,2022-04-12,4008,963,66.6,0,0.6,26.693,0.04
"873169.BJ","889007","七丰精工",2022-03-29,2022-04-15,2227,1600,6,15.74,95,1.336,0.34
"301151.SZ","301151","冠龙节能",2022-03-28,2022-04-11,4200,2037,30.82,31.47,1.15,12.944,0.02
"688337.SH","787337","普源精电",2022-03-28,2022-04-08,3033,782,60.88,0,0.5,18.463,0.04
"301268.SZ","301268","铭利达",2022-03-25,2022-04-07,4001,1400,28.5,90.84,0.65,11.403,0.02
"688295.SH","787295","中复神鹰",2022-03-24,2022-04-06,10000,2127,29.33,385.14,1.4,29.33,0.04
"301097.SZ","301097","天益医疗",2022-03-23,2022-04-07,1474,715,52.37,60.08,0.4,7.718,0.02
"688048.SH","787048","长光华芯",2022-03-23,2022-04-01,3390,889,80.8,0,0.55,27.391,0.04
"688331.SH","787331","荣昌生物",2022-03-22,2022-03-31,5443,1306,48,0,0.85,26.125,0.04
"688193.SH","787193","仁度生物",2022-03-21,2022-03-30,1000,340,72.65,54.54,0.25,7.265,0.03
"301263.SZ","301263","泰恩康",2022-03-18,2022-03-29,5910,2580,19.93,30.84,1.5,11.779,0.02
"301258.SZ","301258","富士莱",2022-03-17,2022-03-29,2292,1112,48.3,32.67,0.65,11.07,0.02
"301216.SZ","301216","万凯新材",2022-03-17,2022-03-29,8585,3570,35.68,68.21,2.05,30.631,0.02
"603051.SH","732051","鹿山新材",2022-03-16,2022-03-25,2300,2070,25.79,22.99,0.9,5.932,0.03
"603209.SH","732209","兴通股份",2022-03-15,2022-03-24,5000,4500,21.52,22.99,2,10.76,0.04
"688197.SH","787197","首药控股",2022-03-14,2022-03-23,3718,1063,39.9,0,0.7,14.835,0.04
"301237.SZ","301237","和顺科技",2022-03-14,2022-03-23,2000,970,56.69,62.39,0.55,11.338,0.02
"688238.SH","787238","和元生物",2022-03-11,2022-03-22,10000,2127,13.23,244.67,1.4,13.23,0.04
"688306.SH","787306","均普智能",2022-03-11,2022-03-22,30707,8075,5.08,0,5.2,15.599,0.06
"301102.SZ","301102","兆讯传媒",2022-03-11,2022-03-28,5000,2112,39.88,39.33,1.2,19.94,0.02
"301226.SZ","301226","祥明智能",2022-03-11,2022-03-25,1700,1700,29.66,35,1.7,5.042,0.01
"301103.SZ","301103","何氏眼科",2022-03-10,2022-03-22,3050,1479,42.5,57.91,0.85,12.963,0.02
"301137.SZ","301137","哈焊华通",2022-03-10,2022-03-22,4545,2205,15.37,40.69,1.25,6.986,0.02
"301256.SZ","301256","华融化学",2022-03-10,2022-03-22,12000,4680,8.05,38.47,2.25,9.66,0.03
"688282.SH","787282","理工导航",2022-03-08,2022-03-18,2200,768,65.21,80.87,0.55,14.346,0.03
"688150.SH","787150","莱特光电",2022-03-08,2022-03-18,4024,1028,22.05,133.71,0.65,8.874,0.04
"301219.SZ","301219","腾远钴业",2022-03-08,2022-03-17,3149,1265,173.98,63.05,0.75,54.781,0.02
"001308.SZ","001308","康冠科技",2022-03-08,2022-03-18,4249,3824,48.84,22.99,1.25,20.751,0.03
"688207.SH","787207","格灵深瞳",2022-03-07,2022-03-17,4625,1326,39.49,0,0.85,18.262,0.04
"688102.SH","787102","斯瑞新材",2022-03-07,2022-03-16,4001,1026,10.48,101.03,0.65,4.193,0.03
"831689.BJ","889086","克莱特",2022-03-07,2022-03-21,1000,800,10.8,30.85,47.5,1.08,0.15
"688175.SH","787175","高凌信息",2022-03-04,2022-03-15,2323,743,51.68,50.55,0.55,12.004,0.03
"301236.SZ","301236","软通动力",2022-03-04,2022-03-15,6353,2110,72.88,27.9,1,46.3,0.02
"688115.SH","787115","思林杰",2022-03-03,2022-03-14,1667,635,65.65,75.6,0.45,10.944,0.03
"603261.SH","732261","立航科技",2022-03-03,2022-03-15,1925,1925,19.7,22.59,1.9,3.792,0.01
"301110.SZ","301110","青木股份",2022-03-02,2022-03-11,1667,795,63.1,34.25,0.45,10.517,0.02
"301131.SZ","301131","聚赛龙",2022-03-02,2022-03-14,1195,1195,30,19.13,1.15,3.586,0.01
"603070.SH","732070","万控智造",2022-03-01,2022-03-10,6000,5400,9.42,22.98,1.8,5.652,0.04
"301222.SZ","301222","浙江恒威",2022-02-28,2022-03-09,2533,1229,33.98,38.2,0.7,8.608,0.02
"688163.SH","787163","赛伦生物",2022-02-28,2022-03-11,2706,1030,33.03,63.28,0.75,8.938,0.03
"832419.BJ","889699","路斯股份",2022-02-28,2022-03-11,1304,1043,7.2,21,61.95,0.939,0.09
"688281.SH","787281","华秦科技",2022-02-24,2022-03-07,1667,637,189.5,77.18,0.45,31.583,0.03
"301215.SZ","301215","中汽股份",2022-02-24,2022-03-08,33060,10533,3.8,53.6,5,12.563,0.05
"301218.SZ","301218","华是科技",2022-02-23,2022-03-07,1901,1901,33.18,52.99,1.9,6.306,0.01
"835179.BJ","889168","凯德石英",2022-02-21,2022-03-04,1500,1200,20,43.9,71.25,3,0.17
"001266.SZ","001266","宏英智能",2022-02-17,2022-02-28,1836,1652,38.61,22.99,0.7,7.089,0.02
"301200.SZ","301200","大族数控",2022-02-16,2022-02-28,4200,1638,76.56,108.4,0.75,32.155,0.02
"871857.BJ","889777","泓禧科技",2022-02-15,2022-02-28,1600,1280,12,24.18,76,1.92,0.13
"301130.SZ","301130","西点药业",2022-02-14,2022-02-23,2020,980,22.55,42.95,0.55,4.555,0.02
"603132.SH","732132","金徽股份",2022-02-11,2022-02-22,9800,8820,10.8,22.98,2.9,10.584,0.05
"301229.SZ","301229","纽泰格",2022-02-11,2022-02-22,2000,2000,20.28,29.68,2,4.056,0.01
"833346.BJ","889889","威贸电子",2022-02-10,2022-02-23,2335,1648,9,28.25,97.82,2.102,0.13
"603215.SH","732215","比依股份",2022-02-09,2022-02-18,4667,4200,12.5,22.98,1.8,5.833,0.03
"301181.SZ","301181","标榜股份",2022-02-09,2022-02-21,2250,1091,40.25,29.99,0.6,9.056,0.02
"301207.SZ","301207","华兰疫苗",2022-02-08,2022-02-18,4001,1400,56.88,25.31,0.65,22.758,0.02
"603122.SH","732122","合富中国",2022-02-07,2022-02-16,9951,8956,4.19,22.99,3.9,4.17,0.04
"688267.SH","787267","中触媒",2022-02-07,2022-02-16,4405,1507,41.9,85.98,1.1,18.457,0.03
"688283.SH","787283","坤恒顺维",2022-01-28,2022-02-15,2100,719,33.8,64.83,0.5,7.098,0.03
"001313.SZ","001313","粤海饲料",2022-01-27,2022-02-16,10000,9000,5.38,22.96,3,5.38,0.05
"688261.SH","787261","东微半导",2022-01-24,2022-02-10,1684,578,130,429.3,0.4,21.897,0.03
"301206.SZ","301206","三元生物",2022-01-24,2022-02-10,3372,1635,109.3,63.37,0.95,36.857,0.02
"688225.SH","787225","亚信安全",2022-01-24,2022-02-09,4001,1024,30.51,87.17,0.65,12.207,0.03
"301228.SZ","301228","实朴检测",2022-01-19,2022-01-28,3000,1314,20.08,56.42,0.75,6.024,0.02
"301235.SZ","301235","华康医疗",2022-01-19,2022-01-28,2640,1164,39.3,81.56,0.65,10.375,0.02
"688270.SH","787270","臻镭科技",2022-01-18,2022-01-27,2731,946,61.88,92.63,0.65,16.899,0.03
"688171.SH","787171","纬德信息",2022-01-18,2022-01-27,2094,796,28.68,45.52,0.55,6.007,0.03
"301217.SZ","301217","铜冠铜箔",2022-01-18,2022-01-27,20725,7586,17.27,249.03,3.5,35.793,0.04
"301106.SZ","301106","骏成科技",2022-01-18,2022-01-28,1815,1815,37.75,40,1.8,6.85,0.01
"688223.SH","787223","晶科能源",2022-01-17,2022-01-26,200000,42000,5,54.9,28,100,0.15
"301122.SZ","301122","采纳股份",2022-01-17,2022-01-26,2351,1140,50.31,83.85,0.65,11.827,0.02
"603102.SH","732102","百合股份",2022-01-14,2022-01-25,1600,1600,42.14,22.99,1.6,6.742,0.01
"603150.SH","732150","万朗磁塑",2022-01-13,2022-01-24,2075,1868,34.19,22.02,0.8,7.094,0.02
"301123.SZ","301123","奕东电子",2022-01-12,2022-01-25,5840,2571,37.23,50.74,1.45,21.742,0.02
"688173.SH","787173","希荻微",2022-01-11,2022-01-21,4001,968,33.57,0,0.6,13.431,0.03
"301201.SZ","301201","诚达药业",2022-01-10,2022-01-20,2417,1082,72.69,83.1,0.6,17.572,0.02
"301116.SZ","301116","益客食品",2022-01-06,2022-01-18,4490,1626,11.4,41.01,0.75,5.118,0.02
"001227.SZ","001227","兰州银行",2022-01-05,2022-01-17,56957,51261,3.57,22.97,17.05,20.334,0.14
"301158.SZ","301158","德石股份",2022-01-05,2022-01-17,3759,1823,15.64,41.62,1.05,5.879,0.02
"301117.SZ","301117","佳缘科技",2022-01-05,2022-01-17,2307,1006,46.8,81.23,0.55,10.798,0.02
"300834.SZ","300834","星辉环材",2022-01-04,2022-01-13,4843,2349,55.57,49.48,1.35,26.911,0.02
"688220.SH","787220","翱捷科技",2022-01-04,2022-01-14,4183,1025,164.54,0,0.65,68.827,0.03
"870204.BJ","889888","沪江材料",2022-01-04,2022-01-18,947,659,18.68,19.18,39.11,1.769,0.11
"688062.SH","787062","迈威生物",2022-01-04,2022-01-18,9990,2644,34.8,0,1.65,34.765,0.04
"688234.SH","787234","天岳先进",2021-12-31,2022-01-12,4297,1043,82.79,0,0.65,35.576,0.03
"688259.SH","787259","创耀科技",2021-12-31,2022-01-12,2000,688,66.6,83.65,0.5,13.32,0.03
"301196.SZ","301196","唯科科技",2021-12-30,2022-01-11,3120,1513,64.08,58.79,0.85,19.993,0.02
"001234.SZ","001234","泰慕士",2021-12-29,2022-01-11,2667,2400,16.53,22.99,1.05,4.408,0.02
"301136.SZ","301136","招标股份",2021-12-29,2022-01-11,6880,2837,10.52,36.74,1.65,7.238,0.02
"688176.SH","787176","亚虹医药",2021-12-27,2022-01-07,11000,3157,22.98,0,2.05,25.278,0.04
"301159.SZ","301159","三维天地",2021-12-27,2022-01-07,1935,1935,30.28,44.81,1.9,5.859,0.01
"688262.SH","787262","国芯科技",2021-12-24,2022-01-06,6000,2088,41.98,418.95,1.5,25.188,0.03
"600941.SH","730941","中国移动",2021-12-22,2022-01-05,90277,30918,57.58,12.09,25.3,519.814,0.12
"603176.SH","732176","汇通集团",2021-12-22,2021-12-31,11666,10499,1.7,8.24,3.4,1.983,0.05
"871245.BJ","889688","威博液压",2021-12-22,2022-01-06,975,678,9.68,19.09,40.27,0.944,0.04
"301127.SZ","301127","天源环保",2021-12-21,2021-12-30,10250,3998,12.03,34.53,1.9,12.331,0.03
"688236.SH","787236","春立医疗",2021-12-21,2021-12-30,3843,1313,29.81,41.41,0.95,11.455,0.03
"688227.SH","787227","品高股份",2021-12-21,2021-12-30,2826,981,37.09,111.34,0.7,10.483,0.03
"688265.SH","787265","南模生物",2021-12-17,2021-12-28,1949,682,84.62,201.59,0.45,16.493,0.03
"301166.SZ","301166","优宁维",2021-12-17,2021-12-28,2167,978,86.06,104.09,0.55,18.646,0.02
"301189.SZ","301189","奥尼电子",2021-12-17,2021-12-28,3000,1455,66.18,40.18,0.85,19.854,0.02
"688210.SH","787210","统联精密",2021-12-16,2021-12-27,2000,681,42.76,53.55,0.5,8.552,0.03
"688206.SH","787206","概伦电子",2021-12-16,2021-12-28,4338,1120,28.28,575.28,0.7,12.268,0.03
"001296.SZ","001296","长江材料",2021-12-15,2021-12-24,2055,1850,25.56,18.78,0.8,5.253,0.02
"603230.SH","732230","内蒙新华",2021-12-15,2021-12-24,8838,7954,11.15,22.99,3.5,9.854,0.04
"301190.SZ","301190","善水科技",2021-12-15,2021-12-24,5366,2603,27.85,58.47,1.5,14.944,0.02
"688167.SH","787167","炬光科技",2021-12-15,2021-12-24,2249,776,78.69,362.33,0.55,17.697,0.03
"301182.SZ","301182","凯旺科技",2021-12-14,2021-12-23,2396,1162,27.12,79.93,0.65,6.498,0.02
"301221.SZ","301221","光庭信息",2021-12-13,2021-12-22,2316,1041,69.89,99.42,0.55,16.183,0.02
"301186.SZ","301186","超达装备",2021-12-13,2021-12-23,1820,1820,28.12,35.99,1.8,5.118,0.01
"688248.SH","787248","南网科技",2021-12-10,2021-12-22,8470,2207,12.24,79.12,1.4,10.367,0.03
"301211.SZ","301211","亨迪药业",2021-12-10,2021-12-22,6000,2864,25.8,36.3,1.7,15.48,0.02
"301113.SZ","301113","雅艺科技",2021-12-10,2021-12-22,1750,1750,31.18,26.68,1.75,5.457,0.01
"301096.SZ","301096","百诚医药",2021-12-09,2021-12-20,2704,1208,79.6,156.93,0.65,21.525,0.02
"688032.SH","787032","禾迈股份",2021-12-09,2021-12-20,1000,348,557.8,225.94,0.25,55.78,0.03
"600927.SH","730927","永安期货",2021-12-08,2021-12-23,14556,13100,17.97,22.98,4.3,26.156,0.06
"301100.SZ","301100","风光股份",2021-12-08,2021-12-17,5000,2425,27.81,38.02,1.4,13.905,0.02
"301101.SZ","301101","明月镜片",2021-12-07,2021-12-16,3359,1482,26.91,56.97,0.85,9.038,0.02
"603071.SH","732071","物产环能",2021-12-06,2021-12-16,10043,9039,15.42,17.7,3,15.487,0.05
"301138.SZ","301138","华研精机",2021-12-06,2021-12-15,3000,1455,26.17,42.59,0.85,7.851,0.02
"301177.SZ","301177","迪阿股份",2021-12-06,2021-12-15,4001,1369,116.88,86.51,0.6,46.764,0.02
"688246.SH","787246","嘉和美康",2021-12-03,2021-12-14,3447,1313,39.5,259.6,0.95,13.615,0.03
"603216.SH","732216","梦天家居",2021-12-02,2021-12-15,5536,4982,16.86,22.99,2.2,9.334,0.03
"688235.SH","787235","百济神州",2021-12-02,2021-12-15,11506,2416,192.6,0,3.3,221.596,0.04
"688110.SH","787110","东芯股份",2021-12-01,2021-12-10,11056,2442,30.18,760.38,1.5,33.368,0.04
"688192.SH","787192","迪哲医药",2021-12-01,2021-12-10,4000,1148,52.58,0,0.75,21.032,0.03
"301168.SZ","301168","通灵股份",2021-11-30,2021-12-10,3000,1455,39.08,49.67,0.85,11.724,0.02
"301193.SZ","301193","家联科技",2021-11-30,2021-12-09,3000,1333,30.73,41.35,0.75,9.219,0.02
"301179.SZ","301179","泽宇智能",2021-11-29,2021-12-08,3300,1449,43.99,42.32,0.8,14.517,0.02
"301126.SZ","301126","达嘉维康",2021-11-26,2021-12-07,5163,2504,12.37,40.58,1.45,6.386,0.02
"301111.SZ","301111","粤万年青",2021-11-26,2021-12-07,4000,1763,10.48,29.58,1,4.192,0.02
"301199.SZ","301199","迈赫股份",2021-11-26,2021-12-07,3334,1617,29.28,48.22,0.95,9.762,0.02
"688151.SH","787151","华强科技",2021-11-25,2021-12-06,8621,2796,35.09,68.61,2.05,30.25,0.03
"301167.SZ","301167","建研设计",2021-11-25,2021-12-06,2000,2000,26.33,28.98,2,5.266,0.01
"301198.SZ","301198","喜悦智行",2021-11-23,2021-12-02,2500,1213,21.76,39.23,0.7,5.44,0.02
"301108.SZ","301108","洁雅股份",2021-11-23,2021-12-03,2030,985,57.27,27.05,0.55,11.627,0.02
"688112.SH","787112","鼎阳科技",2021-11-22,2021-12-01,2667,923,46.6,98.77,0.65,12.427,0.03
"688230.SH","787230","芯导科技",2021-11-22,2021-12-01,1500,522,134.81,112.96,0.35,20.221,0.03
"301213.SZ","301213","观想科技",2021-11-22,2021-12-06,2000,2000,31.5,43.43,2,6.3,0.01
"001317.SZ","001317","三羊马",2021-11-18,2021-11-30,2001,1801,16,22.99,0.8,3.202,0.02
"688049.SH","787049","炬芯科技",2021-11-18,2021-11-29,3050,790,42.98,0,0.5,13.109,0.03
"301133.SZ","301133","金钟股份",2021-11-17,2021-11-26,2653,1260,14.33,32.55,0.75,3.802,0.02
"600935.SH","730935","华塑股份",2021-11-17,2021-11-26,38599,34739,3.94,22.95,11.5,15.208,0.11
"688190.SH","787190","云路股份",2021-11-16,2021-11-26,3000,1038,46.63,63.51,0.75,13.989,0.03
"301155.SZ","301155","海力风电",2021-11-15,2021-11-24,5435,2636,60.66,21.54,1.5,32.967,0.02
"603219.SH","732219","富佳股份",2021-11-11,2021-11-22,4100,3690,9.56,22.98,1.2,3.92,0.03
"301119.SZ","301119","正强股份",2021-11-11,2021-11-22,2000,2000,17.88,29.99,2,3.576,0.01
"301185.SZ","301185","鸥玛软件",2021-11-09,2021-11-19,3836,1860,11.88,34.04,1.05,4.557,0.02
"688075.SH","787075","安旭生物",2021-11-08,2021-11-18,1533,584,78.28,7.44,0.4,12.003,0.03
"301099.SZ","301099","雅创电子",2021-11-08,2021-11-22,2000,854,21.99,31.81,0.5,4.398,0.01
"688232.SH","787232","新点软件",2021-11-08,2021-11-17,8250,2691,48.49,40.75,1.95,40.004,0.03
"688082.SH","787082","盛美上海",2021-11-08,2021-11-18,4336,1050,85,398.67,0.65,36.852,0.04
"301118.SZ","301118","恒光股份",2021-11-05,2021-11-18,2667,1267,22.7,25.51,0.75,6.054,0.02
"301180.SZ","301180","万祥科技",2021-11-05,2021-11-16,4001,1560,12.2,51.8,0.75,4.881,0.02
"688182.SH","787182","灿勤科技",2021-11-05,2021-11-16,10000,2800,10.5,10.43,2.1,10.5,0.03
"688212.SH","787212","澳华内镜",2021-11-04,2021-11-15,3334,1137,22.5,244.08,0.85,7.502,0.03
"603048.SH","732048","浙江黎明",2021-11-04,2021-11-16,3672,3305,17.37,22.99,1.4,6.378,0.03
"688105.SH","787105","诺唯赞",2021-11-03,2021-11-15,4001,1032,55,27.02,0.65,22.006,0.04
"688107.SH","787107","安路科技",2021-11-03,2021-11-12,5010,1294,26,0,0.85,13.026,0.03
"836720.BJ","889008","吉冈精密",2021-11-03,2021-11-24,2418,1682,10.5,22.44,99.89,2.539,0.37
"301188.SZ","301188","力诺特玻",2021-11-02,2021-11-11,5811,2360,13,35.57,1.35,7.554,0.02
"301098.SZ","301098","金埔园林",2021-11-02,2021-11-12,2640,1158,12.36,17.59,0.65,3.263,0.02
"603213.SH","732213","镇洋发展",2021-11-01,2021-11-11,6526,5873,5.99,22.97,1.9,3.909,0.04
"688162.SH","787162","巨一科技",2021-11-01,2021-11-10,3425,1096,46,70.87,0.8,15.755,0.03
"301149.SZ","301149","隆华新材",2021-11-01,2021-11-10,7000,2511,10.07,42.8,1.15,7.049,0.02
"301178.SZ","301178","天亿马",2021-11-01,2021-11-12,1178,1178,48.66,44.96,1.15,5.731,0.01
"836260.BJ","889900","中寰股份",2021-11-01,2021-11-15,978,680,13.45,16.41,40.37,1.315,0.35
"301128.SZ","301128","强瑞技术",2021-10-29,2021-11-10,1847,1847,29.82,38,1.8,5.508,0.01
"871981.BJ","889998","晶赛科技",2021-10-26,2021-11-15,1366,950,18.32,29.37,56.42,2.503,0.31
"831832.BJ","889911","科达自控",2021-10-26,2021-11-15,2070,1440,13,47.08,85.5,2.691,1.01
"301169.SZ","301169","零点有数",2021-10-21,2021-11-03,1806,1806,19.39,29.27,1.8,3.502,0.01
"001288.SZ","001288","运机集团",2021-10-20,2021-11-01,4000,3600,14.55,22.99,1.6,5.82,0.02
"301092.SZ","301092","争光股份",2021-10-19,2021-11-02,3333,1617,36.31,54.59,0.95,12.103,0.02
"301093.SZ","301093","华兰股份",2021-10-19,2021-11-01,3367,1512,58.08,101.4,0.85,19.554,0.02
"688739.SH","787739","成大生物",2021-10-19,2021-10-28,4165,1199,110,54.24,0.75,45.815,0.03
"605138.SH","707138","盛泰集团",2021-10-18,2021-10-27,5556,5000,9.97,22.98,1.6,5.539,0.03
"301089.SZ","301089","拓新药业",2021-10-18,2021-10-27,3150,1384,19.11,22.65,0.8,6.02,0.01
"301091.SZ","301091","深城交",2021-10-18,2021-10-29,4000,1730,36.5,40.69,1,14.6,0.02
"301129.SZ","301129","瑞纳智能",2021-10-18,2021-11-02,1842,1842,55.66,33.12,1.8,10.253,0.01
"833454.BJ","889116","同心传动",2021-10-18,2021-11-15,2875,2000,3.95,15.45,118.75,1.136,0.62
"870436.BJ","889436","大地电气",2021-10-18,2021-11-15,2070,1440,8.68,13.6,85.5,1.797,0.32
"301090.SZ","301090","华润材料",2021-10-15,2021-10-26,22191,6679,10.45,26.64,3.1,23.19,0.03
"301088.SZ","301088","戎美股份",2021-10-15,2021-10-28,5700,2728,33.16,49.01,1.6,18.901,0.02
"688280.SH","787280","精进电动",2021-10-15,2021-10-27,14756,3113,13.78,0,2.05,20.333,0.03
"688257.SH","787257","新锐股份",2021-10-15,2021-10-27,2320,804,62.3,52.52,0.55,14.454,0.03
"832171.BJ","889171","志晟信息",2021-10-15,2021-11-15,1671,1162,6.8,11.3,69.01,1.136,0.22
"833873.BJ","889009","中设咨询",2021-10-15,2021-11-15,3839,2671,4.5,28.2,158.6,1.727,0.98
"688211.SH","787211","中科微至",2021-10-14,2021-10-26,3300,1261,90.2,61.31,0.9,29.766,0.03
