"ts_code","sub_code","name","ipo_date","issue_date","amount","market_amount","price","pe","limit_amount","funds","ballot"
"301075.SZ","301075","多瑞医药",2021-09-15,2021-09-29,2000,2000,27.27,37.53,2,5.454,0.01
"301068.SZ","301068","大地海洋",2021-09-14,2021-09-28,2100,914,13.98,18.46,0.5,2.936,0.01
"301069.SZ","301069","凯盛新材",2021-09-14,2021-09-27,6000,2340,5.17,13.78,1.1,3.102,0.02
"301066.SZ","301066","万事利",2021-09-09,2021-09-22,3363,1463,5.24,11.16,0.85,1.762,0.01
"301071.SZ","301071","力量钻石",2021-09-09,2021-09-24,1509,1509,20.62,18.54,1.5,3.112,0.01
"301070.SZ","301070","开勒股份",2021-09-09,2021-09-23,1618,1618,27.55,33.75,1.6,4.458,0.01
"605598.SH","707598","上海港湾",2021-09-08,2021-09-17,4319,3888,13.87,22.98,1.7,5.991,0.03
"301063.SZ","301063","海锅股份",2021-09-07,2021-09-24,2106,1021,17.4,14.88,0.6,3.664,0.01
"688697.SH","787697","纽威数控",2021-09-07,2021-09-17,8167,2777,7.55,26.09,2.05,6.166,0.03
"300854.SZ","300854","中兰环保",2021-09-06,2021-09-16,2480,1203,9.96,11.32,0.7,2.47,0.01
"688701.SH","787701","卓锦股份",2021-09-06,2021-09-16,3357,1141,7.48,24.96,0.85,2.511,0.02
"301067.SZ","301067","显盈科技",2021-09-06,2021-09-22,1351,1351,47.58,39.6,1.35,6.428,0.01
"301062.SZ","301062","上海艾录",2021-09-03,2021-09-14,4850,1700,3.31,12.33,0.8,1.605,0.02
"301060.SZ","301060","兰卫医学",2021-09-02,2021-09-13,4806,1682,4.17,15.82,0.8,2.004,0.02
"600955.SH","730955","维远股份",2021-09-02,2021-09-15,13750,12375,29.56,22.99,4.1,40.645,0.05
"605033.SH","707033","美邦股份",2021-09-02,2021-09-16,3380,3042,12.69,22.99,1.3,4.289,0.02
"688707.SH","787707","振华新材",2021-09-02,2021-09-14,11073,2325,11.75,0,1.55,13.011,0.03
"301065.SZ","301065","本立科技",2021-09-02,2021-09-14,1768,1768,42.5,33.54,1.75,7.514,0.01
"688622.SH","787622","禾信仪器",2021-09-01,2021-09-13,1750,595,17.7,23.95,0.4,3.098,0.03
"301059.SZ","301059","金三江",2021-09-01,2021-09-13,3043,1476,8.09,16.91,0.85,2.462,0.02
"688103.SH","787103","国力股份",2021-08-31,2021-09-10,2389,812,12.04,24.74,0.6,2.876,0.02
"688091.SH","787091","上海谊众",2021-08-30,2021-09-09,2645,762,38.1,0,0.5,10.077,0.03
"688767.SH","787767","博拓生物",2021-08-30,2021-09-08,2667,912,34.55,8.58,0.65,9.213,0.02
"301058.SZ","301058","中粮科工",2021-08-30,2021-09-09,10196,3976,3.55,14.88,1.9,3.62,0.02
"301061.SZ","301061","匠心家居",2021-08-30,2021-09-13,2000,2000,72.69,29.4,2,14.538,0.01
"001213.SZ","001213","中铁特货",2021-08-27,2021-09-08,44444,40000,3.96,50.69,13.3,17.6,0.1
"301057.SZ","301057","汇隆新材",2021-08-27,2021-09-09,2730,1324,8.03,14.58,0.75,2.192,0.01
"605599.SH","707599","菜百股份",2021-08-26,2021-09-09,7778,7000,10,22.87,2.3,7.778,0.04
"688121.SH","787121","卓然股份",2021-08-26,2021-09-06,5067,1726,18.16,17.52,1.25,9.201,0.03
"688187.SH","787187","时代电气",2021-08-26,2021-09-07,24076,5056,31.38,23.73,3.35,75.551,0.04
"001215.SZ","001215","千味央厨",2021-08-26,2021-09-06,2128,1915,15.71,22.99,0.85,3.343,0.02
"301056.SZ","301056","森赫股份",2021-08-25,2021-09-07,6670,3235,3.93,17.64,1.9,2.621,0.02
"301055.SZ","301055","张小泉",2021-08-24,2021-09-06,3900,1697,6.9,14.98,0.95,2.691,0.02
"301053.SZ","301053","远信工业",2021-08-23,2021-09-01,2044,889,11.87,15.84,0.5,2.426,0.01
"688711.SH","787711","宏微科技",2021-08-23,2021-09-01,2462,840,27.51,118.05,0.6,6.774,0.02
"688776.SH","787776","国光电气",2021-08-20,2021-08-31,1935,660,51.44,43.24,0.45,9.956,0.03
"301052.SZ","301052","果麦文化",2021-08-19,2021-08-30,1801,873,8.11,15.3,0.5,1.461,0.01
"836077.BJ","889977","吉林碳谷",2021-08-19,2021-08-31,2500,1739,6.5,15.56,103.26,1.625,0.6
"688786.SH","787786","悦安新材",2021-08-16,2021-08-26,2136,726,11.76,24.94,0.5,2.512,0.03
"301050.SZ","301050","雷电微力",2021-08-13,2021-08-24,2420,969,60.64,50.33,0.55,14.675,0.01
"301049.SZ","301049","超越科技",2021-08-13,2021-08-24,2356,1143,19.34,13.8,0.65,4.557,0.01
"001212.SZ","001212","中旗新材",2021-08-12,2021-08-23,2267,2040,31.67,22.99,0.9,7.18,0.02
"605577.SH","707577","龙版传媒",2021-08-12,2021-08-24,4444,4000,5.99,26.07,1.3,2.662,0.03
"301051.SZ","301051","信濠光电",2021-08-11,2021-08-27,2000,2000,98.8,38.98,2,19.76,0.01
"688766.SH","787766","普冉股份",2021-08-10,2021-08-23,906,312,148.9,67.14,0.2,13.486,0.03
"605580.SH","707580","恒盛能源",2021-08-09,2021-08-19,5000,4500,8.38,16.37,2,4.19,0.03
"301048.SZ","301048","金鹰重工",2021-08-09,2021-08-18,13333,3733,4.13,12.74,1.85,5.507,0.02
"688728.SH","787728","格科微",2021-08-09,2021-08-18,24989,5248,14.38,46.92,3.45,35.934,0.04
"601728.SH","780728","中国电信",2021-08-09,2021-08-20,1057477,380402,4.53,20.18,311.8,479.037,0.96
"835305.BJ","889188","云创数据",2021-08-09,2021-08-26,1740,1462,20,39.88,86.11,3.48,4.79
"688733.SH","787733","壹石通",2021-08-06,2021-08-17,4554,1565,15.49,91.93,1.15,7.054,0.03
"301046.SZ","301046","能辉科技",2021-08-06,2021-08-17,3737,1812,8.34,14.61,1.05,3.117,0.02
"605069.SH","707069","正和生态",2021-08-05,2021-08-16,4071,3664,15.13,22.24,1.6,6.16,0.03
"835174.BJ","889360","五新隧装",2021-08-05,2021-08-20,1371,960,7.18,9.73,57,0.984,0.65
"601825.SH","780825","沪农商行",2021-08-04,2021-08-19,96444,86800,8.9,10.65,28.9,85.836,0.21
"301045.SZ","301045","天禄科技",2021-08-04,2021-08-13,2579,1251,15.81,15.64,0.7,4.077,0.01
"688798.SH","787798","艾为电子",2021-08-04,2021-08-16,4180,1338,76.58,141.71,1,32.01,0.02
"831039.BJ","889628","国义招标",2021-08-04,2021-08-18,1380,408,4.41,10.23,24.3,0.609,0.33
"688787.SH","787787","海天瑞声",2021-08-03,2021-08-13,1070,364,36.94,21.65,0.25,3.953,0.02
"301047.SZ","301047","义翘神州",2021-08-03,2021-08-16,1700,1700,292.92,17.76,1.7,49.796,0.01
"300844.SZ","300844","山水比德",2021-08-03,2021-08-13,1010,1010,80.23,32.63,1,8.103,0.01
"300814.SZ","300814","中富电路",2021-08-02,2021-08-12,4396,2132,8.4,15.87,1.25,3.693,0.02
"871642.BJ","889366","通易航天",2021-08-02,2021-08-16,740,515,8.5,17.6,30.56,0.629,0.37
"688779.SH","787779","长远锂科",2021-07-30,2021-08-11,48230,10591,5.65,136.31,6.9,27.25,0.05
"605588.SH","707588","冠石科技",2021-07-30,2021-08-12,1828,1828,27.42,22.99,1.8,5.011,0.01
"832566.BJ","889566","梓橦宫",2021-07-30,2021-08-13,1652,1322,13.5,18.7,78.47,2.23,1.64
"301041.SZ","301041","金百泽",2021-07-29,2021-08-11,2668,1294,7.31,15.32,0.75,1.95,0.01
"300994.SZ","300994","久祺股份",2021-07-29,2021-08-12,4856,2355,11.9,16.44,1.35,5.779,0.02
"605589.SH","707589","圣泉集团",2021-07-29,2021-08-10,8106,7295,24.01,22.99,2.4,19.463,0.04
"688148.SH","787148","芳源股份",2021-07-28,2021-08-06,8000,2280,4.58,42.23,1.5,3.664,0.03
"688778.SH","787778","厦钨新能",2021-07-27,2021-08-05,6289,2145,24.5,25.27,1.6,15.409,0.03
"301043.SZ","301043","绿岛风",2021-07-27,2021-08-11,1700,1700,26.75,29,1.7,4.548,0.01
"300964.SZ","300964","本川智能",2021-07-27,2021-08-05,1932,1932,32.12,36.88,1.9,6.207,0.01
"301042.SZ","301042","安联锐视",2021-07-26,2021-08-05,1720,1720,41.91,39,1.7,7.209,0.01
"001211.SZ","001211","双枪科技",2021-07-26,2021-08-05,1800,1800,26.4,22.99,1.8,4.752,0.01
"688385.SH","787385","复旦微电",2021-07-23,2021-08-04,12000,2520,6.23,127.14,1.65,7.476,0.03
"605507.SH","707507","国邦医药",2021-07-22,2021-08-02,8382,7544,32.57,22.99,2.5,27.301,0.04
"300774.SZ","300774","倍杰特",2021-07-22,2021-08-04,4088,1594,4.57,13.65,0.75,1.868,0.02
"301040.SZ","301040","中环海陆",2021-07-22,2021-08-03,2500,1213,13.57,10.53,0.7,3.393,0.01
"688670.SH","787670","金迪克",2021-07-21,2021-08-02,2200,757,55.18,30,0.55,12.14,0.03
"871553.BJ","889818","凯腾精工",2021-07-21,2021-08-06,1299,904,3.6,16.38,53.65,0.468,0.37
"688509.SH","787509","正元地信",2021-07-20,2021-07-30,17000,4845,1.97,27.86,3.2,3.349,0.04
"688511.SH","787511","天微电子",2021-07-20,2021-07-30,2000,680,28.09,20.59,0.5,5.618,0.02
"301038.SZ","301038","深水规院",2021-07-20,2021-08-04,3300,1436,6.68,9.7,0.8,2.204,0.02
"301035.SZ","301035","润丰股份",2021-07-19,2021-07-28,6905,3349,22.04,13.89,1.95,15.219,0.02
"301036.SZ","301036","双乐股份",2021-07-19,2021-07-29,2500,1213,23.38,15.36,0.7,5.845,0.01
"301037.SZ","301037","保立佳",2021-07-19,2021-07-30,2253,1092,14.82,15.33,0.6,3.338,0.01
"688071.SH","787071","华依科技",2021-07-19,2021-07-29,1821,619,13.73,24.98,0.45,2.5,0.02
"430090.BJ","889068","同辉信息",2021-07-19,2021-08-09,2500,2000,2.98,17.63,118.75,0.745,0.44
"001210.SZ","001210","金房能源",2021-07-16,2021-07-29,2269,2042,28.01,22.99,0.9,6.355,0.02
"688718.SH","787718","唯赛勃",2021-07-16,2021-07-28,4344,1477,5.85,24.63,1.1,2.541,0.03
"301024.SZ","301024","霍普股份",2021-07-16,2021-07-28,1060,1060,48.52,29.98,1.05,5.143,0.01
"688296.SH","787296","和达科技",2021-07-15,2021-07-27,2685,1020,12.46,18.63,0.75,3.345,0.03
"605167.SH","707167","利柏特",2021-07-14,2021-07-26,11227,10104,4.84,22.97,3.3,5.434,0.05
"688768.SH","787768","容知日新",2021-07-14,2021-07-26,1372,467,18.23,19.92,0.3,2.501,0.03
"301030.SZ","301030","仕净科技",2021-07-13,2021-07-22,3333,1450,6.1,13.82,0.85,2.033,0.01
"301033.SZ","301033","迈普医学",2021-07-13,2021-07-26,1652,718,15.14,44.99,0.4,2.5,0.01
"688303.SH","787303","大全能源",2021-07-13,2021-07-22,30000,6300,21.49,39.71,4.2,64.47,0.04
"301032.SZ","301032","新柴股份",2021-07-13,2021-07-22,6028,2924,4.97,14.77,1.7,2.996,0.02
"601921.SH","780921","浙版传媒",2021-07-12,2021-07-23,22222,20000,10.28,22.98,6.6,22.844,0.07
"301029.SZ","301029","怡合达",2021-07-12,2021-07-23,4001,1400,14.14,21.75,0.65,5.657,0.02
"688800.SH","787800","瑞可达",2021-07-12,2021-07-22,2700,918,15.02,24.49,0.65,4.055,0.03
"605056.SH","707056","咸亨国际",2021-07-09,2021-07-20,4001,3601,13.65,22.99,1.2,5.461,0.03
"001209.SZ","001209","洪兴股份",2021-07-08,2021-07-23,2349,2114,29.88,21.7,0.9,7.018,0.02
"605365.SH","707365","立达信",2021-07-08,2021-07-20,5000,4500,16.97,22.99,1.5,8.485,0.03
"301028.SZ","301028","东亚机械",2021-07-08,2021-07-20,9500,4608,5.31,15.77,2.7,5.045,0.02
"688501.SH","787501","青达环保",2021-07-07,2021-07-16,2367,899,10.57,24.21,0.65,2.502,0.03
"301026.SZ","301026","浩通科技",2021-07-06,2021-07-16,2833,1233,18.03,16.95,0.7,5.109,0.02
"301027.SZ","301027","华蓝集团",2021-07-06,2021-07-15,3680,1785,11.45,15.11,1,4.214,0.02
"301031.SZ","301031","中熔电气",2021-07-06,2021-07-15,1657,1657,26.78,37.95,1.65,4.437,0.01
"839946.BJ","889928","华阳变速",2021-07-06,2021-07-20,3399,2366,4.2,11.01,140.48,1.428,0.92
"688793.SH","787793","倍轻松",2021-07-05,2021-07-15,1541,524,27.4,26.92,0.35,4.222,0.03
"301025.SZ","301025","读客文化",2021-07-02,2021-07-19,4001,1560,1.55,13.06,0.75,0.62,0.02
"688038.SH","787038","中科通达",2021-07-01,2021-07-13,2909,989,8.6,22.77,0.7,2.502,0.03
"688799.SH","787799","华纳药厂",2021-07-01,2021-07-13,2350,799,30.82,22.74,0.55,7.243,0.03
"605028.SH","707028","世茂能源",2021-06-30,2021-07-12,4000,3600,14.18,20.46,1.6,5.672,0.02
"688305.SH","787305","科德数控",2021-06-30,2021-07-09,2268,771,11.03,48.77,0.55,2.502,0.03
"605020.SH","707020","永和股份",2021-06-30,2021-07-09,6667,6000,6.93,22.99,2.6,4.62,0.03
"688789.SH","787789","宏华数科",2021-06-29,2021-07-08,1900,646,30.28,14.48,0.45,5.753,0.03
"301039.SZ","301039","中集车辆",2021-06-29,2021-07-08,25260,7209,6.96,16.52,3.5,17.581,0.03
"688087.SH","787087","英科再生",2021-06-28,2021-07-09,3326,1131,21.96,23.33,0.8,7.303,0.03
"605162.SH","707162","新中港",2021-06-25,2021-07-07,8009,7208,6.07,16.18,2.4,4.861,0.04
"301023.SZ","301023","江南奕帆",2021-06-25,2021-07-07,933,933,58.31,35.18,0.9,5.442,0.01
"301018.SZ","301018","申菱环境",2021-06-24,2021-07-07,6001,2610,8.29,18.23,1.5,4.975,0.02
"301020.SZ","301020","密封科技",2021-06-24,2021-07-06,3660,1775,10.64,16.7,1,3.894,0.02
"301021.SZ","301021","英诺激光",2021-06-24,2021-07-06,3800,1649,9.46,26.48,0.95,3.595,0.02
"605287.SH","707287","德才股份",2021-06-24,2021-07-06,2500,2250,31.56,18.45,1,7.89,0.02
"688226.SH","787226","威腾电气",2021-06-24,2021-07-07,3900,1326,6.42,23.33,0.95,2.504,0.03
"688239.SH","787239","航宇科技",2021-06-23,2021-07-05,3500,1183,11.48,22.86,0.85,4.018,0.03
"301017.SZ","301017","漱玉平民",2021-06-21,2021-07-05,4054,1419,8.86,15.6,0.65,3.592,0.02
"301016.SZ","301016","雷尔伟",2021-06-21,2021-06-30,3000,1455,13.75,15.06,0.85,4.125,0.02
"688161.SH","787161","威高骨科",2021-06-21,2021-06-30,4141,1338,36.22,26.88,1,15,0.03
"688499.SH","787499","利元亨",2021-06-21,2021-07-01,2200,749,38.85,27.44,0.55,8.547,0.02
"832885.BJ","889885","星辰科技",2021-06-21,2021-07-08,2100,1462,8,20.43,86.75,1.68,0.7
"605011.SH","707011","杭州热电",2021-06-18,2021-06-30,4010,3609,6.17,12.65,1.2,2.474,0.03
"603171.SH","732171","税友股份",2021-06-18,2021-06-30,4059,3653,13.33,19.8,1.2,5.411,0.03
"301015.SZ","301015","百洋医药",2021-06-18,2021-06-30,5260,1841,7.64,15.25,0.85,4.019,0.02
"301022.SZ","301022","海泰科",2021-06-18,2021-07-02,1600,1600,32.29,34.82,1.6,5.166,0.01
"301013.SZ","301013","利和兴",2021-06-17,2021-06-29,3896,1695,8.72,17.15,0.95,3.397,0.02
"688367.SH","787367","工大高科",2021-06-17,2021-06-28,2169,824,11.53,26.21,0.6,2.501,0.03
"301019.SZ","301019","宁波色母",2021-06-17,2021-06-28,2000,2000,28.94,23.7,2,5.788,0.01
"834765.BJ","889765","美之高",2021-06-17,2021-07-05,1391,507,8.7,14.89,32.97,1.21,2.52
"301004.SZ","301004","嘉益股份",2021-06-16,2021-06-25,2500,1213,7.81,14.98,0.7,1.952,0.02
"688601.SH","787601","力芯微",2021-06-16,2021-06-28,1600,544,36.48,44.31,0.4,5.837,0.03
"688276.SH","787276","百克生物",2021-06-15,2021-06-25,4128,991,36.35,37.34,0.65,15.007,0.03
"831768.BJ","889858","拾比佰",2021-06-15,2021-06-28,4000,2957,7,16.44,173.91,2.8,3.86
"688690.SH","787690","纳微科技",2021-06-11,2021-06-23,4400,1122,8.07,51.04,0.7,3.551,0.03
"601528.SH","780528","瑞丰银行",2021-06-10,2021-06-25,15094,13584,8.12,11.12,4.5,12.256,0.06
"301012.SZ","301012","扬电科技",2021-06-10,2021-06-22,2100,1019,8.05,14.6,0.55,1.69,0.02
"688216.SH","787216","气派科技",2021-06-10,2021-06-23,2657,903,14.82,21.11,0.65,3.938,0.03
"001208.SZ","001208","华菱线缆",2021-06-10,2021-06-24,13361,12025,3.67,22.98,4,4.903,0.05
"001207.SZ","001207","联科科技",2021-06-09,2021-06-23,4550,4095,14.27,22.99,1.8,6.493,0.02
"688425.SH","787425","铁建重工",2021-06-09,2021-06-22,147796,26989,2.87,10.93,37.25,42.417,0.15
"688621.SH","787621","阳光诺和",2021-06-09,2021-06-21,2000,680,26.89,29.72,0.5,5.378,0.03
"688517.SH","787517","金冠电气",2021-06-08,2021-06-18,3403,1293,7.71,15.28,0.95,2.624,0.03
"300984.SZ","300984","金沃股份",2021-06-08,2021-06-18,1200,1200,30.97,29.28,1.2,3.716,0.01
"601665.SH","780665","齐鲁银行",2021-06-07,2021-06-18,45808,41228,5.36,10.28,13.7,24.553,0.12
"301011.SZ","301011","华立科技",2021-06-07,2021-06-17,2170,944,14.2,24.37,0.55,3.081,0.01
"688597.SH","787597","煜邦电力",2021-06-07,2021-06-17,4412,1500,5.88,17.46,1.1,2.594,0.03
"301010.SZ","301010","晶雪节能",2021-06-07,2021-06-18,2700,1310,7.83,15.23,0.75,2.114,0.02
"301009.SZ","301009","可靠股份",2021-06-04,2021-06-17,6797,2957,12.54,16.92,1.7,8.523,0.02
"688700.SH","787700","东威科技",2021-06-03,2021-06-15,3680,1398,9.41,17.55,1,3.463,0.03
"603529.SH","732529","爱玛科技",2021-06-03,2021-06-15,6500,5850,27.86,21.9,1.9,18.109,0.04
"688067.SH","787067","爱威科技",2021-06-03,2021-06-16,1700,578,14.71,37.89,0.4,2.501,0.03
"301007.SZ","301007","德迈仕",2021-06-02,2021-06-16,3834,1859,5.29,17.3,1.05,2.028,0.02
"688681.SH","787681","科汇股份",2021-06-02,2021-06-16,2617,888,9.56,18.91,0.65,2.502,0.03
"688345.SH","787345","博力威",2021-06-01,2021-06-11,2500,850,25.91,22.15,0.6,6.478,0.03
"600905.SH","730905","三峡能源",2021-05-31,2021-06-10,857100,625451,2.65,28.87,257.1,227.131,1.28
"605259.SH","707259","绿田机械",2021-05-31,2021-06-15,2200,1980,27.1,22.99,0.8,5.962,0.02
"688269.SH","787269","凯立新材",2021-05-28,2021-06-09,2336,888,18.94,18.01,0.65,4.424,0.03
"688131.SH","787131","皓元医药",2021-05-28,2021-06-08,1860,634,64.99,40.73,0.45,12.088,0.03
"301008.SZ","301008","宏昌科技",2021-05-28,2021-06-11,1667,1667,37.6,35.2,1.65,6.267,0.01
"301006.SZ","301006","迈拓股份",2021-05-27,2021-06-07,3482,1689,14.42,12.61,0.95,5.021,0.02
"688625.SH","787625","呈和科技",2021-05-27,2021-06-07,3333,1133,16.48,19.95,0.85,5.493,0.03
"688319.SH","787319","欧林生物",2021-05-27,2021-06-08,4053,1034,9.88,146.45,0.65,4.004,0.03
"601156.SH","780156","东航物流",2021-05-26,2021-06-09,15876,14288,15.77,10.93,4.7,25.036,0.06
"605319.SH","707319","无锡振华",2021-05-26,2021-06-07,5000,4500,11.22,22.98,2,5.61,0.03
"301002.SZ","301002","崧盛股份",2021-05-25,2021-06-07,2363,1146,18.71,18.12,0.65,4.421,0.02
"688117.SH","787117","圣诺生物",2021-05-24,2021-06-03,2000,760,17.9,27.7,0.55,3.58,0.03
"300997.SZ","300997","欢乐家",2021-05-24,2021-06-02,9000,3510,4.94,12.76,1.7,4.446,0.02
"300996.SZ","300996","普联软件",2021-05-24,2021-06-03,2210,1072,20.81,23.16,0.6,4.599,0.02
"837212.BJ","889212","智新电子",2021-05-24,2021-06-08,2000,1392,6.39,17.51,82.6,1.278,1.9
"300998.SZ","300998","宁波方正",2021-05-21,2021-06-02,2660,1157,6.02,16.94,0.65,1.601,0.02
"301005.SZ","301005","超捷股份",2021-05-21,2021-06-01,1428,1428,36.45,26.64,1.4,5.206,0.01
"833523.BJ","889128","德瑞锂电",2021-05-21,2021-06-03,1800,1252,9.67,18.67,74.34,1.741,1.27
"301003.SZ","301003","江苏博云",2021-05-20,2021-06-01,1457,1457,55.88,32.01,1.45,8.14,0.01
"605296.SH","707296","神农集团",2021-05-19,2021-05-28,4003,3603,56.08,19.76,1.2,22.449,0.03
"605189.SH","707189","富春染织",2021-05-19,2021-05-28,3120,2808,19.95,22.99,1.2,6.224,0.02
"301000.SZ","301000","肇民科技",2021-05-19,2021-05-28,1333,1333,64.31,35,1.3,8.575,0.01
"301001.SZ","301001","凯淳股份",2021-05-19,2021-05-28,2000,2000,25.54,26.19,2,5.108,0.01
"688538.SH","787538","和辉光电",2021-05-18,2021-05-28,308366,56310,2.65,0,77.75,81.717,0.3
"603836.SH","732836","海程邦达",2021-05-17,2021-05-26,5131,4618,16.84,22.99,2,8.641,0.03
"605499.SH","707499","东鹏饮料",2021-05-17,2021-05-27,4001,3601,46.27,22.99,1.2,18.513,0.03
"603511.SH","732511","爱慕股份",2021-05-14,2021-05-31,4001,3601,20.99,21.98,1.2,8.398,0.03
"300614.SZ","300614","百川畅银",2021-05-14,2021-05-25,4011,1945,9.19,11.07,1.1,3.686,0.02
"300993.SZ","300993","玉马遮阳",2021-05-13,2021-05-24,3292,1597,12.1,16.45,0.9,3.983,0.02
"300992.SZ","300992","泰福泵业",2021-05-13,2021-05-25,2270,1101,9.36,13.12,0.6,2.125,0.02
"300995.SZ","300995","奇德新材",2021-05-13,2021-05-26,2104,1020,14.72,17.52,0.55,3.097,0.02
"605090.SH","707090","九丰能源",2021-05-13,2021-05-25,8297,7467,34.57,20,2.4,28.683,0.05
"831726.BJ","889966","朱老六",2021-05-13,2021-05-27,2345,1878,9,19.21,111.5,2.111,5.6
"688359.SH","787359","三孚新科",2021-05-12,2021-05-21,2305,876,11.03,22.3,0.65,2.542,0.03
"688613.SH","787613","奥精医疗",2021-05-11,2021-05-21,3333,1136,16.43,26.6,0.85,5.477,0.03
"300991.SZ","300991","创益通",2021-05-10,2021-05-20,2250,1091,13.06,16.78,0.6,2.938,0.02
"688076.SH","787076","诺泰生物",2021-05-10,2021-05-20,5330,1813,15.57,35.13,1.35,8.298,0.03
"600032.SH","730032","浙江新能",2021-05-10,2021-05-25,20800,18720,3.51,30.03,6.2,7.301,0.08
"688314.SH","787314","康拓医疗",2021-05-07,2021-05-18,1451,493,17.34,22.17,0.35,2.516,0.03
"688660.SH","787660","电气风电",2021-05-07,2021-05-19,53333,11307,5.44,23.99,7.45,29.013,0.06
"001206.SZ","001206","依依股份",2021-05-06,2021-05-18,2358,2123,44.6,22.99,0.9,10.518,0.02
"605339.SH","707339","南侨食品",2021-05-06,2021-05-18,6353,5718,16.98,22.99,1.9,10.787,0.04
"688575.SH","787575","亚辉龙",2021-05-06,2021-05-17,4100,1046,14.8,31.96,0.65,6.068,0.03
"688217.SH","787217","睿昂基因",2021-04-30,2021-05-17,1390,473,18.42,29.89,0.35,2.56,0.03
"688565.SH","787565","力源科技",2021-04-29,2021-05-13,2675,1017,9.39,19.48,0.75,2.512,0.03
"605488.SH","707488","福莱新材",2021-04-29,2021-05-13,3000,2700,20.43,22.99,1.2,6.129,0.02
"688685.SH","787685","迈信林",2021-04-28,2021-05-13,2797,951,9.02,22.83,0.7,2.523,0.03
"688355.SH","787355","明志科技",2021-04-28,2021-05-12,3077,1046,17.65,22.95,0.75,5.431,0.03
"001205.SZ","001205","盛航股份",2021-04-28,2021-05-13,3007,2706,16.52,17.78,1.2,4.967,0.02
"688097.SH","787097","博众精工",2021-04-27,2021-05-12,4100,1169,11.27,15.97,0.75,4.621,0.03
"688655.SH","787655","迅捷兴",2021-04-26,2021-05-11,3339,1269,7.59,20.35,0.95,2.534,0.03
"605196.SH","707196","华通线缆",2021-04-26,2021-05-11,7600,6840,5.05,22.47,2.2,3.838,0.04
"300990.SZ","300990","同飞股份",2021-04-26,2021-05-12,1300,1300,85.5,36.27,1.3,11.115,0.01
"300987.SZ","300987","川网传媒",2021-04-26,2021-05-11,3336,1451,6.79,18.42,0.85,2.265,0.02
"300989.SZ","300989","蕾奥规划",2021-04-22,2021-05-07,1500,1500,51.62,36.01,1.5,7.743,0.01
"688113.SH","787113","联测科技",2021-04-22,2021-05-06,1600,608,19.14,17.31,0.45,3.062,0.03
"300988.SZ","300988","津荣天宇",2021-04-22,2021-05-12,1848,1848,23.73,32.73,1.8,4.385,0.01
"605305.SH","707305","中际联合",2021-04-22,2021-05-06,2750,2475,37.94,22.99,1.1,10.434,0.02
"605080.SH","707080","浙江自然",2021-04-21,2021-05-06,2528,2275,31.16,22.99,1,7.878,0.02
"605300.SH","707300","佳禾食品",2021-04-20,2021-04-30,4001,3601,11.25,17.56,1.2,4.501,0.03
"001203.SZ","001203","大中矿业",2021-04-20,2021-05-10,21894,19705,8.98,22.99,6.55,19.661,0.07
"300986.SZ","300986","志特新材",2021-04-19,2021-04-30,2927,1419,14.79,13.56,0.8,4.329,0.02
"688323.SH","787323","瑞华泰",2021-04-19,2021-04-28,4500,1530,5.97,24.38,1.1,2.687,0.03
"001202.SZ","001202","炬申股份",2021-04-19,2021-04-29,3224,2902,15.09,22.99,1.25,4.865,0.02
"300985.SZ","300985","致远新能",2021-04-19,2021-04-29,3333,1617,24.9,14.91,0.95,8.3,0.02
"688395.SH","787395","正弦电气",2021-04-19,2021-04-29,2150,731,15.95,20.59,0.5,3.429,0.03
"600906.SH","730906","财达证券",2021-04-19,2021-05-07,50000,45000,3.76,22.94,15,18.8,0.14
"688383.SH","787383","新益昌",2021-04-19,2021-04-28,2553,970,19.58,19.51,0.7,4.999,0.03
"605180.SH","707180","华生科技",2021-04-16,2021-04-30,2500,2250,22.38,21,1,5.595,0.02
"300981.SZ","300981","中红医疗",2021-04-15,2021-04-27,4167,2021,48.59,3.06,1.15,20.247,0.02
"300982.SZ","300982","苏文电能",2021-04-15,2021-04-27,3508,1701,15.83,16.09,0.95,5.553,0.02
"605089.SH","707089","味知香",2021-04-15,2021-04-27,2500,2250,28.53,22.99,1,7.133,0.02
"001201.SZ","001201","东瑞股份",2021-04-14,2021-04-28,3167,2850,63.38,11.78,1.25,20.072,0.02
"605289.SH","707289","罗曼股份",2021-04-14,2021-04-26,2167,1950,27.27,22.99,0.8,5.909,0.02
"300978.SZ","300978","东箭科技",2021-04-13,2021-04-26,4250,1658,8.42,18.24,0.8,3.579,0.02
"300979.SZ","300979","华利集团",2021-04-13,2021-04-26,11700,3276,33.22,22.17,1.6,38.867,0.02
"300975.SZ","300975","商络电子",2021-04-12,2021-04-21,5040,1764,5.48,26.49,0.85,2.762,0.02
"688639.SH","787639","华恒生物",2021-04-12,2021-04-22,2700,936,23.16,21.21,0.65,6.253,0.03
"688682.SH","787682","霍莱沃",2021-04-09,2021-04-20,925,315,45.72,53.59,0.2,4.229,0.03
"605016.SH","707016","百龙创园",2021-04-09,2021-04-21,3180,2862,14.62,22.99,1.2,4.649,0.03
"688201.SH","787201","信安世纪",2021-04-09,2021-04-21,2328,792,26.78,28.8,0.55,6.235,0.03
"300980.SZ","300980","祥源新材",2021-04-08,2021-04-21,1797,1797,32.77,41.26,1.75,5.89,0.01
